id,uri,title,artists,year,rank,tempo,time_signature,duration_ms,key,mode,acousticness,danceability,energy,instrumentalness,loudness,valence
0X5C4WjQNubRysTkHOubz3,spotify:track:0X5C4WjQNubRysTkHOubz3,"""Lovesong""",The Cure,1989,68,140.112,4,209573,A,minor,0.339,0.611,0.813,0.898,-7.689,0.821
4aYOQDyN2wTOlt2mRQ6zef,spotify:track:4aYOQDyN2wTOlt2mRQ6zef,"""Secret Rendezvous""",Karyn White,1989,69,111.695,4,337400,A#/Bb,minor,0.0503,0.733,0.689,0.00115,-13.001,0.888
3gDtrR0W8CmkyS6mweesSS,spotify:track:3gDtrR0W8CmkyS6mweesSS,"""Angel Eyes""",The Jeff Healey Band,1989,70,126.909,4,280933,C,major,0.355,0.536,0.571,0,-6.879,0.397
1OEoNpiyqBghuEUaT6Je6U,spotify:track:1OEoNpiyqBghuEUaT6Je6U,"""Patience""",Guns N' Roses,1989,71,120.021,4,354880,F#/Gb,major,0.686,0.457,0.297,0.000107,-12.511,0.333
6TWYdlmZVmZYcJlQ82ff1K,spotify:track:6TWYdlmZVmZYcJlQ82ff1K,"""Walk on Water""",Eddie Money,1989,72,119.033,4,278480,D,major,0.28,0.608,0.836,0,-9.867,0.589
6CCYX0JVy5qYqUvWpCvHXh,spotify:track:6CCYX0JVy5qYqUvWpCvHXh,"""Cover Girl""",New Kids on the Block,1989,73,119.948,4,241840,F#/Gb,major,0.0344,0.721,0.765,2.83e-06,-13.036,0.948
0G21yYKMZoHa30cYVi1iA8,spotify:track:0G21yYKMZoHa30cYVi1iA8,"""Welcome to the Jungle""",Guns N' Roses,1989,74,123.544,4,273480,G#/Ab,major,0.0195,0.453,0.987,0.283,-4.485,0.316
0YL8rCxASTV9uBE9Sur0Ag,spotify:track:0YL8rCxASTV9uBE9Sur0Ag,"""Shower Me With Your Love""",Surface,1989,75,131.28,4,294960,A,major,0.523,0.632,0.356,5.76e-06,-10.811,0.197
22UhQSbYimuCnvI0Y07gFX,spotify:track:22UhQSbYimuCnvI0Y07gFX,"""Stand""",R.E.M.,1989,76,109.322,4,192960,E,major,0.397,0.653,0.738,0,-10.057,0.932
43thLwzSasUUZEYjYPeJh3,spotify:track:43thLwzSasUUZEYjYPeJh3,"""Close My Eyes Forever""",Lita Ford and Ozzy Osbourne,1989,77,130.574,4,283133,F,major,0.31,0.476,0.331,2.82e-06,-14.884,0.24
5jzDnEoTtwzvJfvVx52rDC,spotify:track:5jzDnEoTtwzvJfvVx52rDC,"""All This Time""",Tiffany,1989,78,180.191,4,261907,C#/Db,major,0.161,0.476,0.495,1.97e-06,-9.949,0.446
0ACu78PvVsOFYIKgRkKbGZ,spotify:track:0ACu78PvVsOFYIKgRkKbGZ,"""After All""",Cher and Peter Cetera,1989,79,138.096,4,244360,E,major,0.561,0.517,0.335,0,-13.104,0.163
6mdNRnbiVerwM8kGCS1KwD,spotify:track:6mdNRnbiVerwM8kGCS1KwD,"""Roni""",Bobby Brown,1989,80,146.658,4,358333,A,major,0.0115,0.717,0.696,6.11e-05,-11.94,0.904
1l6DV8qhmCdgOKLSAFzPOe,spotify:track:1l6DV8qhmCdgOKLSAFzPOe,"""Love in an Elevator""",Aerosmith,1989,81,93.956,4,321827,E,major,0.00854,0.449,0.961,0.00276,-4.305,0.602
7yJYnyb2Hx4G1i12DVpead,spotify:track:7yJYnyb2Hx4G1i12DVpead,"""Lay Your Hands on Me""",Bon Jovi,1989,82,100.497,4,229293,D,major,0.177,0.332,0.967,0,-3.859,0.389
48p5E25cFPanxuwCTmTpuL,spotify:track:48p5E25cFPanxuwCTmTpuL,"""The Promise""",When in Rome,1989,83,118.01,4,220960,C,major,0.0864,0.629,0.876,7.72e-05,-10.141,0.358
6hHUiDe461VUoTHnsplRYs,spotify:track:6hHUiDe461VUoTHnsplRYs,"""What I Am""",Edie Brickell & New Bohemians,1989,84,177.873,4,296360,B,minor,0.624,0.619,0.677,6.46e-05,-11.728,0.571
1vg9QIylIW01JyfvDtfd4H,spotify:track:1vg9QIylIW01JyfvDtfd4H,"""I Remember Holding You""",Boys Club,1989,85,92.48,4,293079,D,minor,0.307,0.609,0.843,0.000598,-7.973,0.762
6eN1f9KNmiWEhpE2RhQqB5,spotify:track:6eN1f9KNmiWEhpE2RhQqB5,"""Paradise City""",Guns N' Roses,1989,86,100.315,4,405600,B,major,0.0192,0.268,0.98,0.00709,-5.958,0.395
2MLtib2ulZ6eeu4zTToYr7,spotify:track:2MLtib2ulZ6eeu4zTToYr7,"""I Wanna Have Some Fun""",Samantha Fox,1989,87,122.874,4,235933,F#/Gb,major,0.00742,0.824,0.58,0.00246,-12.356,0.851
40RrsR16maAWMtBX6iav7d,spotify:track:40RrsR16maAWMtBX6iav7d,"""She Wants to Dance with Me""",Rick Astley,1989,88,118.031,4,196440,F#/Gb,major,0.0873,0.655,0.83,4.74e-05,-12.111,0.946
0Al1vUKETBbc9F1tS6VOra,spotify:track:0Al1vUKETBbc9F1tS6VOra,"""Dreamin'""",Vanessa Williams,1989,89,167.94,4,327000,C#/Db,minor,0.152,0.525,0.512,0,-11.687,0.424
2zFqQ0xLiMHOVUuV5zw9Gq,spotify:track:2zFqQ0xLiMHOVUuV5zw9Gq,"""It's No Crime""",Babyface,1989,90,116.316,4,241493,D,major,0.0608,0.802,0.802,0.000252,-6.709,0.912
5XcZRgJv3zMhTqCyESjQrF,spotify:track:5XcZRgJv3zMhTqCyESjQrF,"""Poison""",Alice Cooper,1989,91,118.698,4,270080,D,minor,0.0327,0.28,0.908,8.85e-06,-5.509,0.26
47XPUkAsZjZ96UzaYO7sEC,spotify:track:47XPUkAsZjZ96UzaYO7sEC,"""This Time I Know It's for Real""",Donna Summer,1989,92,116.054,4,218960,E,minor,0.00812,0.614,0.866,0.00984,-10.922,0.846
2bCQHF9gdG5BNDVuEIEnNk,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,"""Smooth Criminal""",Michael Jackson,1989,93,118.193,4,257760,G#/Ab,major,0.247,0.853,0.981,0.468,-3.947,0.595
4ihqSCopukVi1gqDseWiLb,spotify:track:4ihqSCopukVi1gqDseWiLb,"""Heaven Help Me""",Deon Estus,1989,94,92.255,4,280999,G,major,0.496,0.596,0.443,0.000443,-16.695,0.743
0Mqlf5OTGoeUgoeqL1Mzew,spotify:track:0Mqlf5OTGoeUgoeqL1Mzew,"""Surrender To Me""",Ann Wilson and Robin Zander,1989,98,148.052,4,244733,B,minor,0.452,0.37,0.683,8.11e-06,-5.702,0.118
3NWcFiL6oCEagrFiTdDr1m,spotify:track:3NWcFiL6oCEagrFiTdDr1m,"""The End of the Innocence""",Don Henley,1989,99,116.593,4,315307,G#/Ab,major,0.306,0.623,0.425,8.65e-05,-13.045,0.392
7upgDi9C0pQn9HZzGfksJq,spotify:track:7upgDi9C0pQn9HZzGfksJq,"""Keep on Movin'""",Soul II Soul,1989,100,93.139,4,361627,F#/Gb,minor,0.0264,0.673,0.386,0.000521,-16.149,0.673
4VZDv8sASBS8UruUBGTFdk,spotify:track:4VZDv8sASBS8UruUBGTFdk,"""Hold On""",Wilson Phillips,1990,1,97.8,4,266867,F,major,0.4,0.679,0.657,0,-9.897,0.546
6kvoHl80mfCVTv7XnZkjQn,spotify:track:6kvoHl80mfCVTv7XnZkjQn,"""It Must Have Been Love""",Roxette,1990,2,80.609,4,258787,F,major,0.34,0.52,0.652,5.49e-05,-6.655,0.722
3nvuPQTw2zuFAVuLsC9IYQ,spotify:track:3nvuPQTw2zuFAVuLsC9IYQ,"""Nothing Compares 2 U""",Sinéad O'Connor,1990,3,119.917,4,280040,F,major,0.0425,0.511,0.574,2.33e-05,-7.016,0.161
6m59VvDUi0UQsB2eZ9wVbH,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,"""Poison""",Bell Biv DeVoe,1990,4,111.815,4,261853,F#/Gb,minor,0.00195,0.84,0.56,0.00417,-10.53,0.775
27QvYgBk0CHOVHthWnkuWt,spotify:track:27QvYgBk0CHOVHthWnkuWt,"""Vogue""",Madonna,1990,5,115.998,4,316813,F#/Gb,major,0.00379,0.737,0.88,0.00351,-6.449,0.329
0gLQ6jhJsyYfl7PrD1RZ7X,spotify:track:0gLQ6jhJsyYfl7PrD1RZ7X,"""Vision of Love""",Mariah Carey,1990,6,205.362,3,209293,F,major,0.442,0.256,0.463,0,-10.959,0.354
1NCuYqMc8hKMb4cpNTcJbD,spotify:track:1NCuYqMc8hKMb4cpNTcJbD,"""Another Day in Paradise""",Phil Collins,1990,7,101.967,4,322133,D#/Eb,minor,0.736,0.78,0.565,0.00269,-7.32,0.365
3ZqjDpr3qCZnZBPcd0Hpj2,spotify:track:3ZqjDpr3qCZnZBPcd0Hpj2,"""Hold On""",En Vogue,1990,8,96.944,4,304467,C#/Db,major,0.0865,0.728,0.464,0,-11.156,0.383
5TSANSqPTD6nBG0NSJWmVB,spotify:track:5TSANSqPTD6nBG0NSJWmVB,"""Cradle of Love""",Billy Idol,1990,9,144.038,4,281467,D#/Eb,major,0.0163,0.612,0.942,3.9e-06,-4.588,0.622
1sUTfgduT0WIQO8kXKXxLC,spotify:track:1sUTfgduT0WIQO8kXKXxLC,"""Blaze of Glory""",Jon Bon Jovi,1990,10,78.61,4,335240,G,major,0.0564,0.55,0.618,2.62e-05,-9.822,0.429
3an1aoJKoBXJKoIfdDbVwf,spotify:track:3an1aoJKoBXJKoIfdDbVwf,"""Do Me!""",Bell Biv DeVoe,1990,11,107.823,4,272440,A#/Bb,minor,0.134,0.716,0.772,2.15e-06,-6.816,0.671
3RMeOetCdXttthQK0clPuz,spotify:track:3RMeOetCdXttthQK0clPuz,"""How Am I Supposed to Live Without You""",Michael Bolton,1990,12,140.273,4,255667,A#/Bb,major,0.191,0.541,0.44,0,-12.206,0.232
21qnJAMtzC6S5SESuqQLEK,spotify:track:21qnJAMtzC6S5SESuqQLEK,"""Pump Up the Jam""",Technotronic,1990,13,124.602,4,320307,A#/Bb,minor,0.0147,0.885,0.844,4.49e-06,-9.225,0.715
7z38bideBRvGAgjXe2SECm,spotify:track:7z38bideBRvGAgjXe2SECm,"""Opposites Attract""",Paula Abdul and The Wild Pair,1990,14,117.79,4,265373,C#/Db,major,0.0337,0.783,0.842,2.57e-06,-8.838,0.933
5HAv1Ckfe50DUjv8ghwTrz,spotify:track:5HAv1Ckfe50DUjv8ghwTrz,"""Escapade""",Janet Jackson,1990,15,115.229,4,283934,C#/Db,major,0.0259,0.806,0.954,0.000617,-6.741,0.701
5YjKdeES9QRJ8NmF4Xc8pV,spotify:track:5YjKdeES9QRJ8NmF4Xc8pV,"""All I Wanna Do Is Make Love to You""",Heart,1990,16,102.896,4,310893,G,major,0.16,0.626,0.746,0,-8.832,0.8
33I3oS8UkebR3KRvqxD9X0,spotify:track:33I3oS8UkebR3KRvqxD9X0,"""Close to You""",Maxi Priest,1990,17,95.992,4,325800,F#/Gb,major,0.0849,0.781,0.478,3.93e-06,-15.427,0.962
1KU5EHSz04JhGg3rReGJ0N,spotify:track:1KU5EHSz04JhGg3rReGJ0N,"""Black Velvet""",Alannah Myles,1990,18,91.147,4,287440,G#/Ab,major,0.273,0.754,0.366,9.04e-05,-10.07,0.469
1rIy3lkFJnMsTLZpxFmYU8,spotify:track:1rIy3lkFJnMsTLZpxFmYU8,"""Release Me""",Wilson Phillips,1990,19,97.211,4,295693,C,major,0.448,0.724,0.471,2.5e-06,-11.143,0.442
1DapqOfkDAQCiKnvfwKo0g,spotify:track:1DapqOfkDAQCiKnvfwKo0g,"""All Around the World""",Lisa Stansfield,1990,21,101.201,4,265760,C#/Db,major,0.573,0.671,0.914,2.77e-06,-4.598,0.806
5bqNu0YfNOZpgl34bcJiFQ,spotify:track:5bqNu0YfNOZpgl34bcJiFQ,"""I Wanna Be Rich""",Calloway,1990,22,114.181,4,304200,C,major,0.0352,0.733,0.781,0.00793,-10.265,0.869
40xz60ciGIpsRtDqRfPKBE,spotify:track:40xz60ciGIpsRtDqRfPKBE,"""Rub You the Right Way""",Johnny Gill,1990,23,111.872,4,332307,A#/Bb,major,0.0152,0.66,0.873,0.00324,-6.952,0.864
5gAdATsfINRIljv4LbrKX2,spotify:track:5gAdATsfINRIljv4LbrKX2,"""If Wishes Came True""",Sweet Sensation,1990,25,143.725,4,315160,D#/Eb,major,0.0944,0.493,0.453,0.00467,-10.878,0.188
0nQLxiNGbbUoSGrxksETLm,spotify:track:0nQLxiNGbbUoSGrxksETLm,"""The Power""",Snap!,1990,26,108.899,4,228994,C,major,0.0434,0.74,0.88,0.00803,-7.693,0.707
3HLgjHYaEhKFvV4SSvI9Te,spotify:track:3HLgjHYaEhKFvV4SSvI9Te,"""Love Will Lead You Back""",Taylor Dayne,1990,28,73.214,4,277600,C#/Db,major,0.201,0.547,0.513,0,-7.006,0.2
6GS6uE1vDmtzxO8GztAR2O,spotify:track:6GS6uE1vDmtzxO8GztAR2O,"""Two to Make It Right""",Seduction,1990,30,114.419,4,282267,G,minor,0.204,0.772,0.598,0.00345,-10.857,0.717
6zNPPFFrxmhpTQejOn1Wm1,spotify:track:6zNPPFFrxmhpTQejOn1Wm1,"""Sending All My Love""",Linear,1990,31,104.833,4,234067,G,major,0.000407,0.703,0.517,0.0969,-13.644,0.768
1Z6lKdYhwp8WYoBqGCKxlM,spotify:track:1Z6lKdYhwp8WYoBqGCKxlM,"""Unskinny Bop""",Poison,1990,32,92.303,4,228067,C#/Db,major,0.0657,0.574,0.93,7.78e-06,-2.949,0.69
6J6RWKCPN5RFKHUKEUFjxS,spotify:track:6J6RWKCPN5RFKHUKEUFjxS,"""Step by Step""",New Kids on the Block,1990,33,125.347,4,267293,C,major,0.0274,0.787,0.63,6.69e-06,-12.295,0.882
7LwsqxyIqOCF9vbdHmdIvT,spotify:track:7LwsqxyIqOCF9vbdHmdIvT,"""Dangerous""",Roxette,1990,34,124.409,4,228867,E,major,0.0485,0.712,0.898,7.76e-06,-4.893,0.961
5XJzh2c0roCc6GDs8PrILx,spotify:track:5XJzh2c0roCc6GDs8PrILx,"""Downtown Train""",Rod Stewart,1990,37,114.941,4,279413,A#/Bb,major,0.0878,0.527,0.584,0.000103,-7.965,0.271
4nTYxxF8iWBq54LO3dBUie,spotify:track:4nTYxxF8iWBq54LO3dBUie,"""Rhythm Nation""",Janet Jackson,1990,38,109.116,4,330933,C#/Db,major,0.0504,0.633,0.931,0.109,-7.752,0.676
5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,"""Roam""",The B-52s,1990,40,134.916,4,295133,A,major,0.0447,0.631,0.938,7.87e-06,-5.573,0.682
5p4xF15jnsw1rfi55Gv1lU,spotify:track:5p4xF15jnsw1rfi55Gv1lU,"""Everything""",Jody Watley,1990,41,163.972,4,255413,C,major,0.584,0.57,0.692,0.0112,-9.551,0.693
7ELuWpsuVCRBnOR9ZAZKDp,spotify:track:7ELuWpsuVCRBnOR9ZAZKDp,"""Back to Life (However Do You Want Me)""",Soul II Soul featuring Caron Wheeler,1990,42,101.001,4,232133,G,major,0.0673,0.819,0.611,7.7e-05,-7.428,0.653
042pmCix7CPth3l3X28jl1,spotify:track:042pmCix7CPth3l3X28jl1,"""Here and Now""",Luther Vandross,1990,43,74.968,4,323000,G,major,0.528,0.572,0.284,0,-14.453,0.244
63W4sfeRTTiNKFLAzUJHFe,spotify:track:63W4sfeRTTiNKFLAzUJHFe,"""Alright""",Janet Jackson,1990,44,111.705,4,386533,B,major,0.1,0.667,0.893,0.592,-7.083,0.963
3XVozq1aeqsJwpXrEZrDJ9,spotify:track:3XVozq1aeqsJwpXrEZrDJ9,"""Ice Ice Baby""",Vanilla Ice,1990,45,116.012,4,254467,D,major,0.0025,0.979,0.792,7.71e-06,-2.784,0.583
2lvk6CUSHz4j8huQ25gH54,spotify:track:2lvk6CUSHz4j8huQ25gH54,"""Have You Seen Her""",MC Hammer,1990,47,144.16,4,282800,F#/Gb,minor,0.207,0.775,0.378,5.3e-06,-14.892,0.86
3hK26G5cYhJ9KjcUy1aBRk,spotify:track:3hK26G5cYhJ9KjcUy1aBRk,"""With Every Beat of My Heart""",Taylor Dayne,1990,48,121.37,4,262480,F,major,0.0827,0.773,0.893,2.25e-06,-4.768,0.971
0NSSqYISjnav81CEn6EgBY,spotify:track:0NSSqYISjnav81CEn6EgBY,"""Come Back to Me""",Janet Jackson,1990,49,77.906,4,332742,F,minor,0.626,0.428,0.409,0.00961,-12.346,0.0611
7CgRXXie9XIxVSkpKi40ID,spotify:track:7CgRXXie9XIxVSkpKi40ID,"""Praying for Time""",George Michael,1990,51,127.814,4,280981,A#/Bb,major,0.0471,0.581,0.622,0.0162,-14.878,0.257
0ZUjPkZKjzRi6bgIuJovfY,spotify:track:0ZUjPkZKjzRi6bgIuJovfY,"""How Can We Be Lovers""",Michael Bolton,1990,52,207.424,4,235627,C,minor,0.118,0.399,0.708,0,-10.541,0.688
3TLtCHUaiMHcQcJVGVW2p2,spotify:track:3TLtCHUaiMHcQcJVGVW2p2,"""Do You Remember""",Phil Collins,1990,53,93.042,4,275987,F,major,0.114,0.677,0.509,0.0134,-7.472,0.525
6AgDFWLbbAt2migXMbrhXT,spotify:track:6AgDFWLbbAt2migXMbrhXT,"""Ready or Not""",After 7,1990,54,141.94,4,275827,G#/Ab,minor,0.0966,0.733,0.566,0,-12.06,0.775
4F2t297QK40XFcIHqkmLHs,spotify:track:4F2t297QK40XFcIHqkmLHs,"""I Wish It Would Rain Down""",Phil Collins,1990,56,125.887,4,327747,G#/Ab,major,0.292,0.51,0.667,0.00683,-4.715,0.356
1fMvhGvNGrumP5MKKDf61e,spotify:track:1fMvhGvNGrumP5MKKDf61e,"""Just Between You and Me""",Lou Gramm,1990,57,121.519,4,290760,C,major,0.143,0.742,0.753,3.81e-05,-5.782,0.878
4ziqqoW1o3P5EhNqK6CPb1,spotify:track:4ziqqoW1o3P5EhNqK6CPb1,"""Something Happened on the Way to Heaven""",Phil Collins,1990,58,114.613,4,291587,F,minor,0.184,0.656,0.88,0.00609,-4.137,0.88
4tYpYYoOI7WDxbCnPninwE,spotify:track:4tYpYYoOI7WDxbCnPninwE,"""Black Cat""",Janet Jackson,1990,59,114.959,4,290573,E,minor,0.103,0.705,0.913,0.00111,-7.253,0.665
5fMwvrqujbQjUxcNPcYrUF,spotify:track:5fMwvrqujbQjUxcNPcYrUF,"""Janie's Got a Gun""",Aerosmith,1990,61,115.107,4,330533,F,major,0.0516,0.633,0.823,0.000496,-5.792,0.444
3OcQkcvTcohs8vO8Rd3sKF,spotify:track:3OcQkcvTcohs8vO8Rd3sKF,"""The Humpty Dance""",Digital Underground,1990,62,103.508,4,391693,A#/Bb,minor,0.0341,0.813,0.693,0,-8.0,0.618
5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,"""Free Fallin'""",Tom Petty,1990,64,84.383,4,256000,F,major,0.212,0.623,0.449,0,-13.333,0.572
2nNKXDFRz6cog1kolC3efq,spotify:track:2nNKXDFRz6cog1kolC3efq,"""Giving You the Benefit""",Pebbles,1990,65,103.074,4,341960,F,minor,0.144,0.706,0.8,0.00137,-10.496,0.931
1YwNlWLf8auhazSQUDQLFU,spotify:track:1YwNlWLf8auhazSQUDQLFU,"""Enjoy the Silence""",Depeche Mode,1990,66,112.777,4,257333,C,minor,0.155,0.641,0.812,4.43e-05,-7.945,0.822
0vJUdIefT5caKla9H8b1q4,spotify:track:0vJUdIefT5caKla9H8b1q4,"""Love Song""",Tesla,1990,67,81.854,4,323360,D,major,0.343,0.354,0.318,0.0389,-9.974,0.281
56y9EmjGAAejQ6QX9blIGI,spotify:track:56y9EmjGAAejQ6QX9blIGI,"""Price of Love""",Bad English,1990,68,138.194,4,286040,A,major,0.0201,0.348,0.444,1.23e-05,-10.001,0.241
4UQLQJu3DNvVkMVglwElU2,spotify:track:4UQLQJu3DNvVkMVglwElU2,"""King of Wishful Thinking""",Go West,1990,70,107.885,4,241760,C,major,0.033,0.669,0.868,0,-7.377,0.913
3oCUfoqrkQiapnJk7UL8IE,spotify:track:3oCUfoqrkQiapnJk7UL8IE,"""What Kind of Man Would I Be?""",Chicago,1990,71,176.116,4,253760,C,major,0.157,0.358,0.774,0,-6.825,0.301
4ZpXHlV2vQVfPXUvbDSZ92,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,"""I Remember You""",Skid Row,1990,72,176.302,4,313693,C,major,0.00642,0.345,0.531,7.28e-06,-12.708,0.49
2MOOJh1xUgND4rLjB6h4jY,spotify:track:2MOOJh1xUgND4rLjB6h4jY,"""Get Up! (Before the Night Is Over)""",Technotronic featuring Ya Kid K,1990,73,123.958,4,337093,F#/Gb,minor,0.00418,0.79,0.727,0.000162,-11.84,0.67
4asTNYhhrp323lLp81KIKQ,spotify:track:4asTNYhhrp323lLp81KIKQ,"""Here We Are""",Gloria Estefan,1990,74,142.132,4,289707,A,major,0.639,0.694,0.467,1.61e-05,-14.437,0.63
4ReyTz0y3TGkX48wO3Llot,spotify:track:4ReyTz0y3TGkX48wO3Llot,"""Epic""",Faith No More,1990,75,174.238,4,293653,E,minor,0.0222,0.358,0.893,0.0524,-7.486,0.262
48l7PNpT2fBoT4cdLW6EzP,spotify:track:48l7PNpT2fBoT4cdLW6EzP,"""Love Takes Time""",Mariah Carey,1991,69,126.232,4,229227,B,major,0.727,0.602,0.338,0,-12.371,0.25
5JGdpqo9wrRtOZtui5GShI,spotify:track:5JGdpqo9wrRtOZtui5GShI,"""Just Like Jesse James""",Cher,1990,77,138.006,4,245733,G#/Ab,major,0.17,0.4,0.563,0,-10.233,0.442
7sS1P9f8SDyl03hqC1etWU,spotify:track:7sS1P9f8SDyl03hqC1etWU,"""All or Nothing""",Milli Vanilli,1990,79,100.733,4,200600,C#/Db,major,0.0154,0.877,0.85,0.00369,-13.03,0.809
7xez8LRby1hw2nBvse9E9e,spotify:track:7xez8LRby1hw2nBvse9E9e,"""Romeo""",Dino,1990,80,108.237,4,256733,G,minor,0.0766,0.668,0.892,1e-05,-6.767,0.899
6wBMTv8yTiNh50fqTkT0JC,spotify:track:6wBMTv8yTiNh50fqTkT0JC,"""Everybody Everybody""",Black Box,1990,81,117.643,4,247002,F,minor,0.00363,0.712,0.785,6.95e-06,-6.418,0.975
16LYB0chkPiblx33djiNTt,spotify:track:16LYB0chkPiblx33djiNTt,"""I Go to Extremes""",Billy Joel,1990,82,127.095,4,263200,F,major,0.0143,0.592,0.918,1.25e-05,-4.744,0.568
4D13ulAZI1V7PG7Zg1Ar7r,spotify:track:4D13ulAZI1V7PG7Zg1Ar7r,"""Whip Appeal""",Babyface,1990,83,73.011,4,349840,B,minor,0.309,0.454,0.548,0,-7.421,0.598
0YqhqbLNpfQetrwuLaVTiK,spotify:track:0YqhqbLNpfQetrwuLaVTiK,"""Oh Girl""",Paul Young,1990,84,135.903,4,216373,A,major,0.267,0.57,0.575,0,-7.032,0.421
6Vx6TVui8rcatNrlAnUXPz,spotify:track:6Vx6TVui8rcatNrlAnUXPz,"""(It's Just) The Way That You Love Me""",Paula Abdul,1990,86,119.973,4,241760,F#/Gb,major,0.0655,0.812,0.736,0.00216,-9.889,0.833
3iI6xZkQSWGjWx5phFVLn2,spotify:track:3iI6xZkQSWGjWx5phFVLn2,"""Make You Sweat""",Keith Sweat,1990,89,104.968,4,320507,G,major,0.0465,0.649,0.805,3.51e-06,-10.53,0.64
2fAYTT9kcUm8tnUrhD80sC,spotify:track:2fAYTT9kcUm8tnUrhD80sC,"""What It Takes""",Aerosmith,1990,91,142.702,4,310533,C,major,0.0286,0.522,0.738,5.8e-06,-6.423,0.461
2o4u19nlQWOGg5mLanT7Pg,spotify:track:2o4u19nlQWOGg5mLanT7Pg,"""Forever""",Kiss,1990,92,176.431,4,232640,F#/Gb,major,0.254,0.435,0.666,1.4e-05,-10.596,0.566
2QzLYgjE7zTj1lb6Wi1aPx,spotify:track:2QzLYgjE7zTj1lb6Wi1aPx,"""Jerk Out""",The Time,1990,93,120.639,4,409333,A,minor,0.0239,0.792,0.897,0.000999,-6.777,0.9
3yNVfRQlUPViUh8O2V9SQn,spotify:track:3yNVfRQlUPViUh8O2V9SQn,"""Just a Friend""",Biz Markie,1990,94,85.308,4,238267,C,major,0.12,0.862,0.663,0,-9.004,0.837
0R8Danl4L4Tq00OiYFygSM,spotify:track:0R8Danl4L4Tq00OiYFygSM,"""Without You""",Mötley Crüe,1990,96,118.001,4,270187,F,major,0.00622,0.524,0.759,5.65e-05,-4.152,0.283
3Aimpqxpvmz7jhJlNnEd5c,spotify:track:3Aimpqxpvmz7jhJlNnEd5c,"""Swing the Mood""",Jive Bunny and the Mastermixers,1990,97,92.512,4,259573,G#/Ab,major,0.049,0.865,0.512,0.0173,-13.376,0.879
403oiKw757eJnbDKPSjhHV,spotify:track:403oiKw757eJnbDKPSjhHV,"""Thieves in the Temple""",Prince,1990,98,129.948,4,200680,F,minor,0.0228,0.775,0.676,0,-10.582,0.646
3P6fS71hWhZvOnnxQojJ0Z,spotify:track:3P6fS71hWhZvOnnxQojJ0Z,"""Mentirosa""",Mellow Man Ace,1990,99,113.592,4,258533,C#/Db,major,0.0678,0.966,0.505,0,-14.762,0.826
4WqIpnqW9EvBXlT4jJFa0M,spotify:track:4WqIpnqW9EvBXlT4jJFa0M,"""Tic-Tac-Toe""",Kyper,1990,100,125.812,4,383427,G,major,0.00427,0.808,0.912,0.0853,-5.277,0.402
6eBK3edMW7bEzecF1eCezc,spotify:track:6eBK3edMW7bEzecF1eCezc,"""(Everything I Do) I Do It for You""",Bryan Adams,1991,1,131.253,4,394133,C#/Db,major,0.0775,0.526,0.365,1.35e-05,-12.605,0.253
1kPBHRXyXdrtYfUfeRwBko,spotify:track:1kPBHRXyXdrtYfUfeRwBko,"""I Wanna Sex You Up""",Color Me Badd,1991,2,201.799,4,236947,F#/Gb,minor,0.00549,0.551,0.591,6.55e-06,-8.404,0.474
2zeGpMojbMPSmLngK2Ojf7,spotify:track:2zeGpMojbMPSmLngK2Ojf7,"""Gonna Make You Sweat (Everybody Dance Now)""",C+C Music Factory,1991,3,113.229,4,299933,F#/Gb,major,0.00199,0.806,0.936,0.246,-5.988,0.773
015qd1I4v00JIoK7yOUgKC,spotify:track:015qd1I4v00JIoK7yOUgKC,"""Rush Rush""",Paula Abdul,1991,4,90.012,4,292933,E,major,0.763,0.706,0.44,0,-11.577,0.395
2drQ6wg2hdl6RDslarifh8,spotify:track:2drQ6wg2hdl6RDslarifh8,"""One More Try""",Timmy T,1991,5,149.826,5,209427,A,major,0.191,0.641,0.573,0,-9.198,0.5
5VYTKiOnHw4iTrB9pG3yum,spotify:track:5VYTKiOnHw4iTrB9pG3yum,"""Unbelievable""",EMF,1991,6,104.074,4,209813,C#/Db,major,0.000341,0.637,0.849,0.0386,-6.855,0.936
1gVgkQFOKa8Wc1HYsJtPdH,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,"""More Than Words""",Extreme,1991,7,91.893,4,334107,F#/Gb,major,0.467,0.626,0.134,0,-14.898,0.239
4iqnWPNCt4hhZ96KhjlJKq,spotify:track:4iqnWPNCt4hhZ96KhjlJKq,"""The First Time""",Surface,1991,9,126.435,4,256000,A#/Bb,major,0.215,0.637,0.354,0.000704,-11.964,0.111
3IDsegNBHC4pjGCOMTQYlU,spotify:track:3IDsegNBHC4pjGCOMTQYlU,"""Baby Baby""",Amy Grant,1991,10,97.862,4,236973,C#/Db,major,0.426,0.702,0.901,0.00153,-4.45,0.919
